"HolderAddress","Balance","PendingBalanceUpdate"
"0x36f6a38d9af2c1338e81aa874f0a54c2994a8a6c","231,526.485041502416769969","No"
"0x7a41e17748c70d4999cc8bd1b4baa3f3aa0ba151","229,508.709921645801672339","No"
"0x5998b0abc8606324896dac685ac2434beddd28b8","229,406.438526394281568153","No"
"0x04d7ba3101a8ccde79add28cb0369495449c7023","228,838.551516394869534714","No"
"0xda5eb9b771f76bba5c29506d3f9fd5b20197ae7c","228,272.758488121603513051","No"
"0x0f3be9746e85892b63817900f716246d656104b3","227,323.791827212801445593","No"
"0x01aa092c32f678262f8b87bba3f3368d41b22177","226,885.957568528026383549","No"
"0xe4d5b14ee69ba3a2c83344b860ef48331f31136e","225,516.980551802061918065","No"
"0x1cf698cda277911b26260fd69db3614e8a7ccda9","223,873.877076379597684636","No"
"0x083c8bf327f65d662ba4b6057c8196222b171d88","222,888.650704071593576868","No"
"0xa6b074f25a4fd3e2bb9495eda503c9e7fb1b88cf","220,750.585355449911065836","No"
"0x0130011b58035caf682da520d3dbcad7af00d80a","219,045.139950947824620598","No"
"0x8bd9b4b8e4d195cec139515d248f0c7055856e40","218,667.393849343823640063","No"
"0xa2ee37b9a6892459abb4cb3a25fd3ffa4c6c889a","217,787.119887808881242374","No"
"0x2a5d9fb50bb26395fd4cc60b64a9bb77e725d820","213,249.47319446344835656","No"
"0x3908ab84221b30ec6df34ee5c2dd84592c36e260","211,314.250959098890496515","No"
"0x2afdfcb7598bed2a9cd4e91f8d896c1243edb757","210,996.56608742157825612","No"
"0x32257bc536bd57f8b78088f1e05a6e725d6d051c","208,331.23450762376637488","No"
"0x093341462e65079d7dfe7d94e230f1f24fa80ddf","207,901.91460564206544396","No"
"0xb329b0b130063068214f37590a8938a5e531919d","205,051.79099483508659269","No"
"0x42233f327ffb8247c15744a9823eb2e33d4d0d91","204,780.858490549248747743","No"
"0xb99f548769c7cbe4f6e333f71ef82095e3ed348b","204,681.055562927440217886","No"
"0xad84325b0f28fc37e00d54494e32d91d2c652365","203,179.733298888092785624","No"
"0x10a2bc8e66ac1f5faff225b3e341e91bce5403cd","202,851.399466494283927985","No"
"0xc0f311d73ba546af178f0c0b9bf8fc6d2272f95b","201,097.162034099767770846","No"
"0xf255b2f6fc1e39d3c14317dfc6fbd872598c83cb","200,000.000000000000101587","No"
"0x63d353bdf4a96b4df3c86a2791c269e15134df89","199,819.680870359443208495","No"
"0xa03f959ad24a17dcc109a1e6b3f31387e4a54f12","199,072.552939503121920757","No"
"0x1a4507df99be1051b86bf0c8787238d05056bf5e","199,017.2060085972351337","No"
"0x5d222ec8b87a9599b55c1886ebcb2f23643b568f","198,285.871941339717180584","No"
"0x12c71ceb81b4d38d9965abe6212fec3335e272b5","196,686.505752945342775128","No"
"0xdc8ede270ffeb079130a18f5660f40f68c5104ec","196,331.29837519047645587","No"
"0x70a45d8afe123a12d7a5e7d9890c05ef2a51f9f7","192,264","No"
"0xdf5a6152bfa9c66743e97b61ebd220b732726244","190,000","No"
"0xd4c8a9a46d3546d99f78adf1f2d47b0dfa39e254","185,078.894480380022564553","No"
"0x099c16bca06ead247a406816383ebd476d395c62","184,205.224024931954448744","No"
"0x46de6c30ddb4b16a03968d81c756722844d57018","184,133.145808073291692285","No"
"0x242efe73f88df5a0dcf2c2975e4c9ecfc521cf07","184,039.936005714246988016","No"
"0xc191e31a8f6bd23ae63e288b91aec28c4c50133c","181,885.441518649750529506","No"
"0x99e7ee2aee0f509ca9f0769b017964df5378f8b5","180,862.832077526619873999","No"
"0x3c143cc37214f88ac2476a25326ae27220c89a90","178,459.325735353858395161","No"
"0xc00819872d4aa9f23c95e9b9e9391f74b046d769","175,132.896115381492419793","No"
"0xe702c8a88f54ab6f623ffbb1ba7da4b614538b51","175,042.596797685712216062","No"
"0x99dbbe9ebab48e96a4c928763127c59079b36c72","174,607.550236263399091341","No"
"0xb05bdc2e11e67405c27d2e9fa15dbff2e93f6ace","174,016.00686862196802637","No"
"0x0cfd2ab40f73bdbe738882e954850dda34f9e0c2","173,934.955883065614083432","No"
"0xa5e81d858d3980ea90e1016808e6d2753837fb1d","173,922.766500593586181336","No"
"0x4f82e73edb06d29ff62c91ec8f5ff06571bdeb29","171,801.07160404763940895","No"
"0xb25ff7da610ca566ba556091677a241f083bec99","171,186.48581102210119775","No"
"0xc80d900107382990dfc00a29fa2191f5e74238a0","170,945.85508251122664615","No"
"0xf0c5e2f0ca478caa5e1e5e5434a6e5322aee12dd","169,695.786085302633388577","No"
"0xe25ca1d2280b7fdbbc037bdefa95115b2493c8a5","167,756.976056619974941465","No"
"0x9bd7927a07b9c1beceeea783b15198a9a5ebf895","167,703.231148993590628072","No"
"0x6ef3bff5a352fa6b7a29d775a6fe1d647c77f58b","166,327.913260856304852391","No"
"0x80eacc9fba0f3224bfb58fbf7fbc658486447ec2","166,227.460783913385236626","No"
"0x9492b843e2440938d64d8f578f8ffed79618fb70","165,323.543780312933632266","No"
"0xd611a54b869f2139fdd0f4e4ba82e16baa23eacd","164,635.467587640245889394","No"
"0xa151ee22c48bf078f5ea9f1dd1db5ca7f6329f6f","164,006.769368255739180498","No"
"0xb0289a68c4fc0d353bc528192b0936eefa15b352","163,886.07094427242724574","No"
"0x383d22a54555a8aa79f380232f0ef6ef7ecfd965","162,268.333092799728684276","No"
"0x0aeb85b6d4d6d47d61e3d09edf4f586241f03c09","160,651.777441166419947659","No"
"0xf58522d56f54e3d143ab665d6ffa3e6d288df110","159,982.813819319543079696","No"
"0xffe24e98af2b6af79d8bf68ed66d3bebce0bbb6f","158,675.753051298741349757","No"
"0xc0d6a30c0f883bbdddd5693b35d9eaa1a4030740","157,331.257094958520976655","No"
"0x0faeb60e1b406c2f84454f169a2512a5792e1aa8","156,194.101332041673143194","No"
"0x7c936d76dc76fd0020d6e2270f521bd9bcd75913","155,517.731874236905547824","No"
"0x5c858be408b56ae336bedd3249bd3587bc86c669","155,339.119687282859444097","No"
"0x72fc310f0db76f7de51add8858e0d1ce2eeb6974","155,115.235908580159139882","No"
"0x95125cd1252e860fa533578b9411d46d497c563f","154,549.696078811306991589","No"
"0x675b904b8d7db8429eefcfb57ecde48ece946a6f","154,227.755273182090718618","No"
"0xd42a30d2fe08c3960fd5bedb3c0601ac12e79c5d","154,111","No"
"0x3065672b75d2d9ca56125023e1e985e85e35dbba","154,060.730147046548031489","No"
"0x7888195c54e6c7927e429acb7fc0fa7e7654abc7","153,909.244276664539919651","No"
"0xea3656bb41992d753aa3d1abfdf254671d9a5ba7","153,079.093850710464366529","No"
"0xe14b05531f6e3675611cc3f4c61c8df9806b4bce","152,692.407858952430937411","No"
"0x0b3d7548e9e7d2ba92082412c6d4518229a321a5","150,386.399694155856841807","No"
"0x63eba5fb684cc461484807b62a81e1c71a2660c5","150,000.512378722508314445","No"
"0xfd1eb034504cd579d1a2dbacd10a717eaacd1584","150,000.000000281929201653","No"
"0xb45d633e6a8eacfa12c108822d6dfea21c5fdbd4","150,000.000000006928131446","No"
"0x0ce8c4bfd22bde33ec902771bcfd13207c39e1d2","149,774.16265500029409917","No"
"0x60e0eeb91ae2e8ee274593d311d06351cc9c9eea","148,685.662969140594257153","No"
"0x052df758190441317fb6ff798d1c6e3208a72dca","148,506.243070605053045166","No"
"0xb2f7847873230a9f680c063975bacc514997403c","147,473.728583408196485051","No"
"0x0586de13cccaeaa03e3177938802932fb4e05ec3","147,049.579378449665552344","No"
"0x306a8b0b18e8c9ab1ff415c83db93f8ead95cd2e","146,590.015513578157548402","No"
"0x695b2e34f1d32136b00a3497af0e7a6d91aa5b35","145,896.272122825875679707","No"
"0xc5c0e0f077c2c4d194cd3fa5d1625dc49b4d372a","144,576.861472965089587255","No"
"0x3ea21a55fe7d7e94634eb17f1acdcad719efe02c","143,810.000000000003670016","No"
"0x80998dd58e9e3f75b9d6b4cf74b27832fb1a3a36","143,787.800935111733605862","No"
"0x39312227e9c41dcca4c73170878ce6073d91c864","143,518.969291759021015626","No"
"0xfbb98267d47f78a8cf156f2d1ea13663bf74864d","142,802.76","No"
"0x636349e72a1198b9ae7e92f5b96573b10fc1d2b1","142,736","No"
"0xa786c95f4279ddb8911fb1295864d50bae45627e","142,375.783084898150662555","No"
"0x32c1cedefc9dbc5e67e4e0ba70029db490b7845a","139,148.589775854155601936","No"
"0xe326f4e1336bcfcd9e7fab40e971093f689e624c","138,411.797684498539967853","No"
"0x634159aa942e11e9b39ed5225a9ec0f744e1ac2c","138,245.096813473464536781","No"
"0x68609dba49c50f55ad51a797a4fec7a5f1903e8e","138,137.109338125994224485","No"
"0x00d5ee708990b75fcaab27cd0fe93bf09234e86c","138,132.362166177041177974","No"
"0x0482fdcbae9628aa9b7acc10fba6f653680df726","138,088.433710333917675639","No"
"0x01b5dc00fb16d237d6eedec4fd6076b1ecdf17ba","138,033.139932041690856574","No"
"0xf6e2c3daf66a60535c7ed011dae67b0db4674fe1","138,011.661152486918125384","No"
"0x54a1c97a85366f0e7abe9f94bffac689020a83f3","137,040.870368764322856032","No"
"0x15e84844c84ff7470c5209f4a69b5229ffb87b53","135,880.546679857150978309","No"
"0x4eca1722479db34a6d161736f8d307bcdf6a2702","134,088.92594981","No"
"0x53a7bf804ad1014b80a6c77a24b89346f5227d10","130,311.467207705815696618","No"
"0xb8e6ed3b9823e30e34350bb6b3659ca90daf6ff7","129,865.284775093944189916","No"
"0x0e6230be0c61c9c3de31961f1d36028b6dfb7ff4","129,244.262472860636775017","No"
"0xd059a9be84e92634f1afca73623142ace22a018f","128,775.791360865670412425","No"
"0xff28cf9e0b3decf2a3cc2ac9e1faa42049449d9f","128,231.40041939718576561","No"
"0x72587e110dac94d3ea227fed1e0ef889c9442dcf","128,084.455608450404370943","No"
"0x76bcfd42a8e14203809d2533b02b0f4da599018b","127,730.665142410806933826","No"
"0x4ef3b5903cfdda45a70223fb8e433c6b48274345","125,828.628544883203031727","No"
"0x23277b3e037d41a546ac6043965d7ebdde8b2ec9","125,316.117391199172052946","No"
"0xc6ea30ecce04e6a56f8529b5d5845ceaac8f07e0","125,250.252600293067416623","No"
"0x510e862579a07f5df144b00d58beec5ac3382f5c","124,948.284399888742657794","No"
"0xfc8361f01794981ca8af37d6697055a298692e9e","124,912.4174273745692689","No"
"0x9c8c2101d2291b654c2fadd6d461f01d306d574a","124,613.48412874386942586","No"
"0x17e336ed90071b37815b31cf37dbda1f3df56aaf","124,534.500621194266334282","No"
"0x235680874af76a8cbaa540ed683c0e971b6ff6cc","124,337.180929320207515613","No"
"0xf846cf08ccc0d597427861701db09864d7d1ec2a","124,124.14730636846493137","No"
"0x18ddec9c289be7bcea76a1f896bab4da0563f415","124,010.149944860977372054","No"
"0x06d50943671d0f38dff19a8f82748f8aa468925e","123,809.805505421022770651","No"
"0xfa16d07e34eb134642e0d47b475da1088a9054f8","121,862.210080261542399474","No"
"0xcb0b02b8d61a8ee3c17a80316c2b635d9cdcbf77","121,429.183089341942131762","No"
"0x65f2e538c732922c118812b1e5ea0543f9900a78","120,313.721542391031220838","No"
"0xaad451b5897ce0a8b93acfd3aae4966967de3027","120,261.000000000007043089","No"
"0x5b62381f9cf609c3178d806302008bd020fc9847","120,067.379173821101526123","No"
"0x299832775444b9cb68644c46520611779e216b17","117,959.337240126630898482","No"
"0x060e8d92ff5f902115ddcf4427d45218f33bd927","117,940.715385582101921857","No"
"0x682f1f31ec1b9dba4260193a2175d6941cc3e3ef","116,744.922866770687281173","No"
"0xd70ce47ec32625420640da206f0b3525c2bec678","116,377.13669645171154011","No"
"0xe492375732258f829708fbdc3007a8869fd674fc","115,592.009518317898633235","No"
"0x80467edf0fd4a93f585b7ed45e4f295ef9381f94","115,366.762283376574246678","No"
"0x077d26a22cf1d7e47c6e22ef7b77f381f4fc9b66","114,887.215039878941402778","No"
"0x07964f135f276412b3182a3b2407b8dd45000000","114,774.782520204613038001","No"
"0x370671dc64cc8935cf30d274e6af22b6cba2da10","114,709.75520971865232095","No"
"0x6e31f2c149a770a36d19330da46a99da6db1e7e6","114,395.78","No"
"0xda768ead77b72f8a8fed6fa6a23a3e65f7822e49","113,015.758487469794553859","No"
"0x5db9f8a77c5c76fa9c30f72a2ed63a1738f820df","112,753.652780011098137358","No"
"0xf29cd013a90972811b9400d135431c2e7b9581f3","112,611.327468381644443403","No"
"0xfba3a900f9a6ec453e99067714b115318347f085","112,564.877405251298732745","No"
"0x7375768aba8e4b8b503e0a79213bbc9a25ce2d07","112,371.851647567114532235","No"
"0x48e7e5c015384a373f20cec26e8dd1c35b1892d0","112,339.410599554321531259","No"
"0xf1ffd5e90d17d2137c1695de01871df38405c09a","112,152.513529895748274868","No"
"0x06ae542e824629e57068ae8e2d9ba700c5013634","111,990.954822978712432124","No"
"0x813e730bc76b3cb2452e0d8485d304b4d8f5e0a3","111,931.014004712165170211","No"
"0x34d2e2c455e59ef1aebc1353bacd9c41d3400d18","111,687.67511377294246077","No"
"0x351987622e6e9ae92c5c330a5095523f85432413","110,631.717593131652941536","No"
"0x2aa5413a1b52728a400a1c44c72bf91f6f118cab","110,184.181510216554778865","No"
"0x35e0a25c047da09fa866becc859bd9ed8ca7dd9b","110,000","No"
"0x7028b27881e45b07c86efcc90822ac54cf3317ed","109,952.687230353066066122","No"
"0xc29efd4bcf5d4e5112041a907ce36e0c61e95798","109,153.126148551475393937","No"
"0xdb864076bece78b6680dd46f8f1420d16cbc51fe","109,141.227291123928179805","No"
"0x7e53cb0b739fdbf3aa9994be0627b4f3ce334a1c","108,902.77040173216025561","No"
"0xc51a3a2050fce02fc72e544036a93f79401d989d","108,271.855844599493818021","No"
"0x4f97fbaaa93f92524e9a30c608f7ca4b67550ba5","106,750.729524847663527979","No"
"0xe7299baddec65a24f42f4eb02e812da6071c6834","106,399.583864001714032005","No"
"0xa0cd5f9bd9c887e0af78e3bfbb47db288155bcda","104,703.171361915019823262","No"
"0x611643603f9a0035a857b90966f36f333945f62b","103,793.304683519788671504","No"
"0x5f1466d57b79b8dabe383801dd86e50d9118855c","103,706.868624757141720958","No"
"0x5544eef8969d1d790159c57ece39e4290234205f","103,637.421827353472578773","No"
"0xec2ce4fe01a0ef99ba550e0bccb952dfc7af8ffa","102,819.243396045133721551","No"
"0x043528af36c27eb20a5cf3f166d21689c0939ea7","102,592.504135391022541046","No"
"0xc5e1647b52e02da001a02c8144b07fe1139dd48b","101,791.809722931824259947","No"
"0x519153414a24129f8c8e899351082bee81a20baf","101,755.639606693686947035","No"
"0xa4a435186864a801b64849dd0775286d50c135aa","101,686.600331555623069518","No"
"0x7e9c02670335f6d37a51da99f9f37e47c3710c95","101,527.77295846146393167","No"
"0x603949c026c321f98370259ebe3579a6f2378906","101,510.1977068043988117","No"
"0x034e3ffc0fbbd62559667d2c07bd1529508d3b6f","101,284.441661852187415241","No"
"0xf5e17b25e071acbcaac690bc3768181132e6f5f3","101,000","No"
"0xa322cf060d5f7976e77ca9c24d515d88b05eb2d3","100,841.438681112810257378","No"
"0x1040d62449a41f423176ccd22f3f3d9f5cd2ce7f","100,749.698188807275736527","No"
"0xd84d4b2fb88cf93d6c76e92c34558416dc27a822","100,705.052960193351409728","No"
"0xcee7b8dad06edaaa7c24cf3a06eb781c9cf66049","100,500","No"
"0xb17fd675a8872f5e56a58526bf4109f998cc84cc","100,299.96049976282882696","No"
"0x848d1439865bd8d602a52ce039347775ab40c0fc","100,250.788713892544255965","No"
"0x8a09d01f0d253c9a9de75167dcf424003f891cbc","100,233.506716003743603954","No"
"0x322292a9638aa5a49b2ae78edb3b9e46be7653f0","100,176.370611216913505574","No"
"0x730b52f79015e522da20c69a4960d3b52bff5cc4","100,113.134656284081118665","No"
"0xfce2bd6ba648bfce10f70b719ca2bb2711b9f269","100,079.100076271587892985","No"
"0x3e25ff530bbe3f4dacdb9ae9cb0e75a516469a3d","100,028.106599965942895196","No"
"0xf232389f860298fd70f4aa6ff3f11668d77ff1ec","100,000","No"
"0xfed26c7df4e180581af21025c260f227a3a9933e","100,000","No"
"0xf334a46308a30770070f284bbacbd34ea31e64e5","99,222.563924954814909327","No"
"0x6b0a55868033e1b262e04b835b88e6d978cd8777","99,000.000000000002097152","No"
"0x6ccd730271f338e039a9a3609024bcd05cca1f88","97,896.308251386285680573","No"
"0xcdd74b13292b8658c73b1d4c12c039e470a62213","97,888.769724949633347694","No"
"0x8add3491d822f559a9410ee066b6dff0d557897f","97,536.589006050811762456","No"
"0xaa4f6c450908733491cbe2040553a2b17c4ee276","97,342.686359260676642402","No"
"0x00697f0408a674c4d1b27707ef0ed7077f31193f","96,279.998349170547787962","No"
"0x7678c626301d75171dde06831560145b1cc4552a","96,072.368899545413878059","No"
"0xccae7a80d4a2a6f5ec5447a4da6e3637836974c7","95,888.680458929784605095","No"
"0xd034a366233df582061878a2ad6db578141920ac","95,397.228655869923880667","No"
"0x77cebb0bd85b496d3ad41c30afb3ac475b7e5f54","93,198.815706429662116523","No"
"0x87a1dac2e0ba1858a8b03188301821cb3a9009f3","92,778.693558608795749274","No"
"0x05af065634a63cd446ec56d4b04124a0a859b015","92,608.308820454602607079","No"
"0x4974f0ee816bd1bbc60a4453cb545967e85c3abb","91,867.819428758899248363","No"
"0xdae77ab39906bf1b0163ef1bdd3de09debd0874a","91,832.985848515381002147","No"
"0xe255e332cfab93da722c72075d64a188ed77e5da","90,615.337353355543237369","No"
"0xf5d9c70f68ec5e4808e77eef9a212bddacaa4613","90,448.949813977619653425","No"
"0xe0e60964713cde10312999ccf54eecbd847e6c10","90,397.516762207850348102","No"
"0x091dd655f7a53c1fb47c2fd73e6a50cf6a464e28","90,173.922163854693407006","No"
"0x3e1851f7d436c0187dea62bf8ed004f1326af102","90,055.038931779114213589","No"
"0x9d47d8925611124ccf01b9a78c010b90b73c8961","89,365.689340456389211899","No"
"0x27215bcbd6ed6ea7eca44b77571c09fbc1ba6252","88,990.410851750789848618","No"
"0x45ddca8382543d81808df73cfc2fe9f456c347ce","88,589.101888985169542264","No"
"0xb5af9892cb22fe1f212078a04ca5858f927255e0","85,775.18018039182952883","No"
"0x069fec8bce62330fe73c6679a2e6128608733a82","85,588.30309162400720496","No"
"0x003873fc1ea728a8553f46b1f516effa6336f61f","85,388.966690627572866994","No"
"0x9563a46fa5f48f292c6b02fdeca446f1edb8f982","84,897.445760452764919582","No"
"0x936d78ebf4a783b7962517d29727719d2b485239","84,749.452717650501577055","No"
"0xd85bb9ab3e4ea7992e39227fb9ae339200810c02","84,739.03478907163671578","No"
"0x9457c1664ae1a0b522c4631183af50a23188a716","84,540.459069987819894847","No"
"0xa5a9bc6d8e1992d22fa7445e06757bafd37911c8","84,531.548121335438208786","No"
"0x0a83a6b0a7c7174f8a41f2a08cc14ee1a6f250d0","84,401.918400683122197531","No"
"0x3dafe516aab3aee2c8054de232d0a8a26172846d","83,757.483884588362943653","No"
"0x0062cbe118e4c0ce7895c8221de05670b81ed916","83,217.663820525017009168","No"
"0xc2376de8010429185665f17acba478a52a945b20","83,184.709685627924904718","No"
"0xd62309a4abeac1ba4c03d92617902437669a3ceb","82,947.385391173262540292","No"
"0x90cbe4bdd538d6e9b379bff5fe72c3d67a521de5","82,795.024215209829779326","No"
"0x7a899b8047376e9ffff8d35612a23a88f63d0fc6","82,466.541043084157663667","No"
"0xa54a3428e07c83dc4bd430e4b0babd51b6b68c3e","81,934.862686658827805463","No"
"0xf9f23c86927f0816e04e27b104189c6a683bd120","81,178.399025640324679983","No"
"0x34976e84a6b6febb8800118dedd708ce2be2d95f","81,160.226626124036726356","No"
"0x5d872329f3b3d973fb4b0632baa3a801c9d3a06a","81,077.318824799852612019","No"
"0x04d5313b53d8bb0f6f499fd130b47c5c9c095618","80,591.764619316359336591","No"
"0x00db6e359fa3e482ca89c936f8bd6d16392934d6","80,268.625052109298619004","No"
"0x8012fcf31c9119261b9a6cd900b9423708269c8b","80,145.348393423768920923","No"
"0x15b652aa991b3a349ba9403ceb0e81e0537c3955","79,939.973192399238925786","No"
"0xfff8d2e810b851bc2816d229801c460f4917f1a9","79,079.328518322976152178","No"
"0xfa4e17aa9ebc949e6d22ba37842237cf7da76c58","78,988.306857781605608347","No"
"0xa98adeff1b5776e25c41f2507ffe43d309733729","78,612.40888782737501357","No"
"0x7a4a9c25b1d40b2ffb13bfef60bf185ef8922918","78,205.295504079095633432","No"
"0xa1e8c97c20c05cd5b926c0e4df732ae09efade98","76,976.013354329089050713","No"
"0xed8fcc133d42de0a2aa82ba43acf2f28d649f3b1","76,855.120824103852555142","No"
"0x2972172e52c9b14ddf627c1c4d288701e6c8f8d3","76,456.701660452017827527","No"
"0x36a807cdbfdd99cec672f3e4f42d85fe6b405c3f","76,049.042016805135004125","No"
"0xd3764d086d478549ff50281864f1e2702a2a0fd6","75,864.39845600234709357","No"
"0x8ef80b0347a4f8cb7cf68dec7586851e7f790fbb","75,825.944817059618232799","No"
"0x83971c2a7b2980a4e1997562b7d399d80db22a0f","74,969.207161016534754249","No"
"0x3628a145900773f110e7a5bcd48a630ec8dd8fb4","74,799.187121098256923492","No"
"0xe4ed4b90f5179b2d0113a6c615d13d90213f268d","74,786.873195373710187283","No"
"0x2734930922d0b5648bb4090974956b91db49b8d2","74,482.112387734772228795","No"
"0xd2c531ca9207fee53b77260ca1eb7416848a4540","74,168.575837021873426575","No"
"0x2dd49669f4c6c0b7db2c31566c5bc7929777e02c","73,915.643675913097038016","No"
"0x5456ad821c5b562592370851590be8c2c9ec3fc6","73,864.149751648524838812","No"
"0x9a37d92a39d845e37da023fad3568c0276f6dc27","73,045.819792146223316909","No"
"0x512da327a06ffbcaf42d65f0269cd85771489073","72,819.066506841495003233","No"
"0xaf4a210f173c91c0b2f9ad59491cae1d7784c5b5","72,472.507355408243905223","No"
"0xc0e8b8d1370e987e34cd65ed4f67d6b4ed79c9f7","72,425.096834787731335038","No"
"0xa0c4602a95a717fe5640d2430a35f860fb10a373","72,277.088205424320731704","No"
"0xc50a981c0ad7bb1eace8592b21aa48efa8720da7","72,096.754749176398521772","No"
"0x29eee881c1c3a7c50158466846bcfa0edb7cd6a7","71,925.15773604088350636","No"
"0xa167f1d91d6ead71c79fc27caefe97ecfb978873","71,605.226028989657914408","No"
"0x388ca30cbf4deaafae59a8eed854d3055335c3c2","71,500.000000000005017841","No"
"0x404e501c5fa91f6b7fe21ca6c68fcdb06bcccb33","71,000.000000000000650372","No"
"0xe3bfb66ca43e7fa57dbd7ea9d94de6f02aad2619","70,571.74953951891340011","No"
"0xa477a1a42c324063333c2b2300849b5ee1206f4a","70,517.696447928264718969","No"
"0x984b4ad2512f94cfba314def1adffc72a121f4c1","70,502.416109216846406084","No"
"0x09abec7a602f7dc26a0bcfaa1c52f70ca9b76bda","70,490.903687546390309693","No"
"0xd760c7eb28bf3b8de618697b09f588f7c8cef209","70,376.617911530408056932","No"
"0x98cf87dd836763a9c6e21565bdec96e2717f1140","69,894.682610056094997424","No"
"0x10a6c67af2032b599d5943890f1111b56ceebf9c","68,179.505183302570551411","No"
"0x1b615cacd555b5f82b0d1fb9066c24dd680d5576","67,532.572790347288054616","No"
"0x9a04b0df624e1025b42d82a360e361dcfbac2561","67,500","No"
"0xd0e1bb8cc8317c5a5f2e78cc9b097058e98a8e02","67,464.458295806311755263","No"
"0x10a2c43d8e2823b2fd84ac4bbf092787778a0757","67,422.521236966403193958","No"
"0xad01c20d5886137e056775af56915de824c8fce5","66,890.001211747675494217","No"
"0x2d1a7a10ed00854ef21202183125f905591a3c68","66,155.936465633194114138","No"
"0xb9d0a5c5c229960d11ec8e421ff9523c9f9260c4","66,035.544951945733557417","No"
"0x106a816b8d8e5db06330bd26c830afbf733ccf22","65,769.579963753469702088","No"
"0x18b509f64dfe96a9568916951de64d941ce3626b","65,438.706437188381868561","No"
"0xe80f0157d28ded05f201eec5c0195b4203096b28","65,313.171515106053650138","No"
"0x7a4832868ee99b80e0b2b285e15f64df4070a2b5","64,884.133575931963380827","No"
"0x9f5a33bb9b066ceee090065631670e6c08c9acd0","64,633.832158967267182997","No"
"0x312d866314c966e6bb11d30dc35b03d82eede185","64,617.738509509980526421","No"
"0x08d8915d9f2b2f7aed1766b632f82d6ac4caa24f","64,463.846550042553731589","No"
"0xb62e6d9455439b7af11663f4ef4afb5877d0d96f","64,200.780385746458598899","No"
"0x98e482a4fb4e624aa2f202baa902c9d03f7e3966","64,176.000000000000993119","No"
"0x2d84aa0b6bd8ae03472ad1b2ab3cb965cd156746","63,858.29520405357884268","No"
"0x6ce411858a431d29e7ce0177f8df4dd75d80309c","63,000.528052663504157209","No"
"0x8798611cf7ce3372d0c416bc777c6b484d721b64","62,529.80023810409856563","No"
"0x7fa4f80ebf81b5a024281cc0e9dd47e954edaa97","62,000","No"
"0x1a22b4f6779018d6a77c03e40058a22868ed30ed","61,875.126468156539499613","No"
"0xbb71b7c28a63f21e71d61a822e6b6ee1827fda01","61,627.53521738697444612","No"
"0x6a791b909cc354b314b3ecac6f72353a028e1173","61,549.225286174715102923","No"
"0x9f8f98dc43368c41292d28ed281de44660cdda34","61,494.538053288073678756","No"
"0xe11feceed63c0c7443af184ff8e74afedde47da5","61,433.650135905267979648","No"
"0xda769028cfbbbedd325886d8b5ce6ab560ee6337","61,038.048386509980596766","No"
"0x54662d7d8a570d960dac00059f3207cb1d9cecc0","60,994.455375644101351328","No"
"0x4faf72c2ebbfadb03fe830750f9e21b63ce7991b","60,907.695690904751378518","No"
"0x6474d87a3762bffed73a19ba4521768a7307cb20","60,679.282316524635908859","No"
"0xcddc94e5678730ddd9ff9b30447afc73485f5389","60,232","No"
"0x3eded10e36356ec277651efdfee0aa126524a3d7","60,029.900000000008300409","No"
"0xcbb8a6054d9a4a2b8237a0b6921b5cb6668e7bca","59,705.184936922820346941","No"
"0xd72ee4ef6ca4be7f780c21c00236620275f0f886","59,583.17602609229008151","No"
"0xcd789be57bb2b499e0cb8a0e4ff7a898651e1387","59,378.383869017288754963","No"
"0x449a55cb106e91189cfbf3410693572538149a27","59,259.371821245225820556","No"
"0x58a9c53674de95ece8284c99581060f73a53b9df","59,215.478197610493683663","No"
"0xedfd95b14b7edce3f8bdd4bba4088191205e1d06","58,828.932437291272732532","No"
"0x988c12f3ed6811e4a5a0da015446bf60e5d8aa53","58,701.132674091953723463","No"
"0x0e0f5e58e55366a0b8432d7fa682430f3d9ac3c7","58,602.879310375149533132","No"
"0x7f60c6ed1b2b5a63855aaba91ff480566cacb275","58,552.019204036390466613","No"
"0x194a44c0ff72db9901ca8f3f2846e16a5c9e7c5b","58,438.324070455839192353","No"
"0xaceda51432e287d2a3af49444320235db77e3838","58,303.508306015822040705","No"
"0x934e540484b019d9a84cee04b7310f503e11d54b","57,870.439374224936094809","No"
"0x9160e79989368e0ef20a460165d698d6e79810c8","57,213.787006614057786722","No"
"0x05fcb61efcc3b22d505a58ffd44304e2a5d1e982","57,122.956951240233434798","No"
"0xdb13452a5c2f50818b48d6220fe67b80d8cdad9e","57,071.110101447987302472","No"
"0x7b5a3c4a1df8cb7a942c9a7b531cb840e6811579","56,526.185587246787862394","No"
"0x4d3643682c8ac65375fabcdce124374822d7df7d","56,333.468390682516268109","No"
"0xd7c0aa8ed38bbb76d34d855a3d575170f721660c","55,736.394098610508453314","No"
"0xbd02ee590e9d104b5486563ac458065f645a8339","55,676.578582098130951543","No"
"0x27c8ebcfbc884c421d2adb4611b16945f913e051","55,328.085137029205880382","No"
"0x6834d9944c367359059ae9885ba4e472688a79ab","55,212.538867498890112478","No"
"0xdf09ef861faf3d791694bd5a1a2f2f8b7c9bc0c7","55,021.936180238901640196","No"
"0xd47c9bcdc23fe7110f1b661fe302b1ff5b76c6a0","54,499.201788736664881866","No"
"0x000e2a765e134c29e872ad49f32f6bf621e42518","54,436.827872209647114996","No"
